FID,ALA,lat,lon,year,basis,rain,dist2rds,slope,commchng,dem,noburns,soil,sandpc,roads5k
177,658d2864-65af-4c38-913d-d9af4b4ea286,-42.50188058,147.9133199,1992,HumanObservation,594,0,1.7825336,0,18.8165588,0,2736,0,1
178,6494241a-83b5-4896-ab3b-286173c5ba1a,-41.8318323,147.2180036,1979,HumanObservation,541,0,0.7002876,11.53,166.6686859,0,2970,0,1
179,645d74f5-9af6-40f2-a68e-d5e42e4b0056,-42.75968159,147.1478149,1992,HumanObservation,555,0,0.5140153,-2.82,39.4918747,0,,0,1
180,605d6951-dfe2-4138-8a4d-e7046547b7ad,-42.99850479,147.0680282,1977,HumanObservation,781,0,0.5806453,0,49.7595978,0,2574,0,1
181,5979a9cd-8b16-43f6-8528-206d9f91dd9c,-42.51663468,147.3982255,1991,HumanObservation,499,0,1.0216985,0,260.5715942,0,2735,0,1
182,45d0e4bc-d79f-4e83-891e-97d94805bd86,-42.49849745,147.5013497,1968,HumanObservation,682,0,0.8782517,11.53,627.4151001,0,2977,0,1
183,42e195d0-62f6-450c-92a0-952aeb11f60a,-42.4547402,147.7176844,1991,HumanObservation,626,7071.067871,0.3405402,11.53,301.2748108,0,2977,0,
184,3ed7def0-a959-47eb-91a4-efef45ebb228,-42.53184875,146.3013665,1976,HumanObservation,1920,10000,0.213445,6.04,619.008667,0,566,0,
185,36ae0617-9810-4c47-8458-313c6c337e0c,-42.41673974,147.7452057,1991,HumanObservation,594,5000,1.1052152,4.97,469.1369019,0,2372,0,
186,2d48ded8-9280-40d3-a6fa-56ab926eee93,-42.49876549,147.7340088,1991,HumanObservation,666,5000,0.9098634,11.53,346.2869568,1,2977,0,
187,2c33eb4d-4d8f-44f7-a20a-2b258499d82c,-42.8219201,147.6892658,1992,HumanObservation,710,0,0.7934538,11.53,140.8985748,1,2372,0,1
188,1c363f4e-b826-4539-b80c-8e389aec8a9b,-42.55182482,147.2098705,1986,HumanObservation,587,0,0.8956757,0,440.35849,0,2977,0,1
189,10559c54-372a-4801-b716-d06378c9678b,-42.29849431,148.0013363,1976,HumanObservation,570,,1.3466755,-0.06,3.550498,0,2372,0,1
190,05684607-c0bf-4aca-990c-492f7e6c03e2,-42.77753197,147.1150586,1991,HumanObservation,848,0,0.1293528,0,65.2749939,0,2977,0,1
191,03abfcb4-27c9-4449-86b6-7bd78b60af2a,-42.81516904,147.3013617,1979,HumanObservation,658,0,1.7912699,0,15.3245401,0,2733,0,1
192,033fd487-06d5-4d0a-9967-0932e6dc0d54,-42.75546736,147.1609295,1992,HumanObservation,555,0,0.5140153,0,176.7312927,0,,0,1
193,01188d9f-0e4a-41e1-8479-71583be3d7ef,-42.12333931,146.2003172,2011,HumanObservation,2032,0,1.2429883,8.3,768.2122192,0,1067,0,1
194,f48a4524-0551-49be-9b13-ecc2122e6bba,-41.81518031,146.318023,1977,HumanObservation,2150,7071.067871,2.2597389,3.21,1287.693359,0,1065,0,
195,eb2da8b3-a510-4cbf-aeb8-8efa3bb53f6e,-42.93833753,147.3200398,1991,HumanObservation,797,0,,11.53,228.6429749,0,2977,0,1
196,e434d070-e808-410a-87a4-8c7b4597828c,-41.65,147.33332,1971,PreservedSpecimen,612,0,0.4746627,0,181.3701935,0,2970,0,1
197,d5fabc32-0bd1-4177-8399-e5fc844c6391,-43.28183542,147.3013625,1978,HumanObservation,838,,,0,,0,2372,0,
198,d4d0df72-ba3c-4a55-b5af-b5e3fc8736c5,-42.75804773,147.0067459,1985,HumanObservation,611,0,1.8279738,0,19.1225948,0,2736,0,1
199,d14eafad-5bc0-45b8-9a2f-eefc4f90fba0,-41.79849337,147.4180024,1977,HumanObservation,561,0,0.0682445,-2.82,210.5675659,0,2970,0,1
200,d09068eb-ea90-4cb2-8b75-d50a2916e240,-42.09715465,148.2481467,1992,HumanObservation,709,0,,11.53,37.0899315,0,973,0,1
201,c49b8aee-0462-44ce-ba3b-246f4ee80570,-42.04850061,147.518,1975,HumanObservation,510,0,0.137113,0,233.2683258,0,1422,0,1
202,b5a128aa-6832-447e-8748-a9f961c36375,-42.82329713,147.5066208,1992,HumanObservation,535,0,,8.3,14.8069696,0,,0,1
203,b255fd32-b95d-4df5-b7b1-f2061680a7b4,-42.43184357,146.6513662,1985,HumanObservation,785,0,0.8420154,21.62,227.8711395,0,155,0,1
204,b1abf896-74e4-4c3f-87e1-98666287374a,-42.53498131,146.7139807,1986,HumanObservation,829,0,2.6249418,0,128.7427979,0,2977,0,1
205,b0e12049-6a5c-4227-af0d-681e646fe9e9,-42.14883716,147.1780589,1986,HumanObservation,745,0,0.1492433,8.3,805.9946899,0,1063,0,1
206,a454423f-a23e-4358-9b5f-f48c4c222f60,-42.3089274,146.7125796,1986,HumanObservation,837,0,1.658331,3.21,578.0216064,0,2372,0,1
207,9c11f2f5-e77f-474b-b0a7-67ecc9481860,-43.00248118,147.2344884,1992,HumanObservation,800,0,1.9837044,11.53,40.6804771,0,2372,0,1
208,91e61c04-71f6-4e54-bc76-7c2ba1b7a233,-42.81084731,147.6532933,1992,HumanObservation,594,0,,0,167.4337158,0,1142,0,1
209,9090d04a-9006-4f12-aab5-1cb61079680a,-42.68379864,146.8249376,1992,HumanObservation,824,0,1.2497958,0,100.0530777,0,2977,0,1
210,8ef9ef93-d51a-4194-afc8-5ea33a23062c,-42.1372218,147.1017916,1986,HumanObservation,748,0,0.5769417,0,832.8917236,1,1063,0,1
211,8ef6bdbb-6057-49fb-a73e-34b86e9d5001,-42.68564124,147.1454055,1991,HumanObservation,647,0,2.2154608,11.53,189.6390381,0,2735,0,1
212,6f1d61cf-4e66-4a91-b519-c4a816b131c2,-42.1138265,146.9263577,1986,HumanObservation,763,0,0.4071076,0,852.7236328,0,1063,0,1
213,6df8d56d-445e-4e4b-aeaa-826fa6105b6f,-42.96995563,147.4795941,2012,,599,0,,11.53,62.8059006,0,559,0,1
214,6d78b30d-e954-4b59-9a08-0e7373f556ea,-42.75225369,147.1663346,1992,HumanObservation,555,0,1.7602981,-2.82,176.7312927,0,,0,1
215,6cf343cc-789e-46e8-87ef-23af9d5391d6,-42.7889994,147.8047865,2008,HumanObservation,711,0,0.9743279,0,130.4713593,0,2976,0,1
216,6c0cd243-ee14-4a6a-a8cc-52b24a30969b,-43.13842396,147.2497628,1989,HumanObservation,796,0,,11.53,,0,,0,1
217,6665818d-9cdf-4191-8b50-2ae10c28dd21,-41.93332,147.5,1977,PreservedSpecimen,538,0,0.5294507,0,196.1950989,0,1422,0,1
218,636b134b-0022-45ac-97f6-3e41e17a9874,-42.59850229,147.2846884,1979,HumanObservation,594,5000,1.232311,11.53,472.1637878,0,2372,0,
219,62086340-5c34-4c5a-9454-be2ebd4ad8d7,-43.07534557,147.2691604,1989,HumanObservation,770,,,11.53,7.6544461,0,2574,0,1
220,610df72a-4171-4370-b288-cb6297f36c3f,-42.55299271,146.7138985,1986,HumanObservation,829,0,2.6249418,11.53,256.9067993,1,2372,0,1
221,4f2122fa-9981-473c-900f-6aec78f537da,-42.50861255,146.6264618,1986,HumanObservation,859,7071.067871,2.1281457,0,150.0141144,0,2372,0,
222,4cd43338-8191-495d-82e6-d933649aadd6,-42.9170853,147.3102138,1991,HumanObservation,699,0,,11.53,245.5050659,0,2372,0,1
223,47e97a42-59f4-483a-a7e3-5a2d4d61a334,-42.75224465,147.1724444,1985,HumanObservation,555,0,1.7602981,0,138.0993805,0,,0,1
224,464ad3eb-19c4-44fc-8206-5c974bb02db2,-42.36516005,147.7013377,1976,HumanObservation,558,0,0.5401638,8.3,229.7763519,0,2372,0,1
225,410babfd-5ab8-4ce9-8c38-e64f7d02671e,-42.36212962,146.740268,1986,HumanObservation,679,0,1.8437005,11.53,266.4914856,1,2977,0,1
226,3e50e510-32c7-4992-ada9-6212e0d412dc,-42.12317849,146.2609543,1982,HumanObservation,1794,0,0.6571194,11.53,835.3256226,0,1067,0,1
227,359b9e4a-7457-4594-b293-fab731a31df2,-42.96517501,146.8847027,1977,HumanObservation,1008,0,2.4806674,21.62,287.1985474,0,2977,0,
228,27425e59-06a0-4671-8a9d-3224551b5582,-42.13184121,146.8680161,1974,HumanObservation,769,5000,1.0387383,8.3,758.6097412,0,1063,0,1
229,1680501f-0751-408b-aa9f-a6c5d3fd43e9,-42.91852554,147.3202436,2001,HumanObservation,699,0,,0,263.4414368,0,2372,0,1
230,157bc6b6-4e65-4df5-a6d7-83b072d9d06c,-42.81796645,147.6680473,1989,HumanObservation,594,0,,0,134.7113037,0,1142,0,1
231,12511dc0-5189-49ed-aea2-6defdc397c19,-42.96517303,147.2013626,1979,HumanObservation,1099,0,2.755137,0,237.6272736,0,2372,0,1
232,0b06e142-7b42-4b8d-966c-93aaab39f07b,-42.11136281,148.2665688,1989,HumanObservation,709,0,,11.53,,0,,0,
233,091a0bf5-6eac-4f51-a55f-9e34b2e8677f,-41.7440577,145.9261715,1991,HumanObservation,2660,11180.33984,0.6558487,0.68,1071.648438,0,1066,0,
234,0785ed5f-6c8d-4e94-ac40-d22100a8871e,-42.97020297,147.0477267,1995,HumanObservation,981,5000,2.921756,0,89.0447617,0,2574,0,1
235,ff16ace0-638a-438e-8168-7933dbdd6afd,-42.65861231,147.734666,1976,HumanObservation,686,0,0.9331054,68.29,318.0649414,0,2372,0,1
236,fce6370d-f04d-40b5-bc15-ec8010e24a7c,-42.1795265,147.1272879,1990,HumanObservation,748,0,0.552829,11.53,805.991333,1,1063,0,1
237,fa7a055e-92e6-44b6-810e-1e1954d8f66e,-42.43823699,147.6129335,1993,HumanObservation,577,0,0.7071937,0,388.912262,0,2977,0,
238,f72c2324-93fc-429e-bea8-eb7d039f58ed,-42.91186151,147.2969196,2008,HumanObservation,699,0,,11.53,265.4476318,0,2372,0,1
239,edc9660c-b6bd-4b60-9b6e-501e2e3378e9,-41.47559823,146.6420348,1989,HumanObservation,1026,0,0.0991863,0,248.4562683,0,2372,0,1
240,e7cdf84b-0ed4-45e8-8dc9-2745c5620d1a,-42.1795265,147.1272879,1991,HumanObservation,748,0,0.552829,11.53,805.991333,1,1063,0,1
241,e40d0525-a9af-4465-bc83-463112b18000,-42.13071956,147.2360858,1990,HumanObservation,713,0,1.4636364,11.53,837.5276489,0,1063,0,1
242,e36aaba2-0ff0-4a52-a691-73efb69f476a,-42.13545487,147.0497569,1989,HumanObservation,929,0,0.202055,6.04,975.6264038,0,1063,0,1
243,dd514b8e-4c6a-423e-ba6e-3546fcaf9c29,-42.13184353,146.2513674,1979,HumanObservation,1794,0,0.6571194,-2.82,826.7451172,0,1067,0,1
244,dcd9e435-b80d-41c6-b5f0-ab4575ead37c,-42.54154156,147.6602212,1992,HumanObservation,627,0,1.0123523,0,264.8721008,0,2372,0,1
245,d9fd2786-1781-456f-97da-1433eff2f89d,-42.38184406,146.6180305,1983,HumanObservation,939,0,2.0474248,21.62,511.6051025,0,2372,0,1
246,d9dc476d-4c37-46cc-a278-c3b48fa1240a,-42.66517155,146.8347032,1967,HumanObservation,691,0,1.2497958,0,180.5343781,1,2977,0,
247,d84675c3-58f2-4c84-baee-762a03a15d8f,-41.43480867,148.0079601,1979,HumanObservation,876,0,1.6878431,11.53,407.7841492,0,1481,0,1
248,d5faf33a-aef5-460e-beac-75b5e8c1824a,-43.01096102,146.9991901,2008,HumanObservation,956,0,1.2060773,0,6.9267869,0,2574,0,1
249,d4621a82-a8d6-49de-9e55-5fe9c8bac6d6,-42.54154156,147.6602212,1991,HumanObservation,627,0,1.0123523,0,264.8721008,0,2372,0,1
250,d40602b2-5e89-44f8-8352-af25430e4ae1,-42.74849376,147.7180092,1984,HumanObservation,655,0,1.0690174,0,168.2671814,0,2372,0,1
251,ccd6991a-c14a-4da5-ae1e-1d69248c31d9,-42.35756543,147.7032204,1988,HumanObservation,558,0,0.737323,68.29,229.7763519,0,2372,0,1
252,c5cc4de4-7256-4816-90b0-4f76cccf0f52,-42.69850124,147.0680294,1976,HumanObservation,960,0,0.4918522,11.53,603.0463867,1,2977,0,
253,c52ac42f-8d1f-441d-b76c-b9faaf814f76,-42.77739754,147.1144104,1991,HumanObservation,848,0,0.1293528,0,65.2749939,0,2977,0,1
254,c3fcdb54-efcc-4613-a645-b0093ab457fa,-42.54849392,147.8846704,1975,HumanObservation,611,0,1.2029363,0,2.4220462,0,,0,1
255,c3e3976e-a13c-490a-994c-c7e038c6f223,-42.99270658,146.8418999,1992,HumanObservation,982,0,1.5455319,11.53,32.4846001,0,2963,0,1
256,c2f1c84a-ac73-4994-af0b-3043f2c5f4ad,-42.59973849,146.6819912,1991,HumanObservation,1296,0,3.481668,0,304.0770874,0,1063,0,1
257,bd1fd949-4c42-4fae-a7d7-da85c7589f5a,-42.98558487,146.921646,1984,HumanObservation,1008,0,2.7562871,11.53,37.6180801,0,2977,0,1
258,bca3b947-a0f8-4b15-b9a6-45c535bccbe3,-42.1795265,147.1272879,1988,HumanObservation,748,0,0.552829,11.53,805.991333,1,1063,0,1
259,babf7167-6410-4ca7-9452-0bd55515ffaf,-43.15300774,146.8513267,1992,HumanObservation,1236,0,1.4921354,21.62,223.6030121,0,2963,0,1
260,ba876d9c-d6dd-447c-a2be-26dd689c2784,-41.51728522,146.81352,2010,HumanObservation,831,0,0.3809898,0,231.5425262,0,2372,0,1
261,b7e919b6-f982-4b14-a638-7ba9c89f51f0,-42.13706903,147.213118,1992,HumanObservation,745,0,0.1492433,11.53,860.2867432,0,1063,0,1
262,b6f90702-70d3-4dfb-b72e-f261f1cff9b7,-43.18367851,146.9017045,1990,HumanObservation,1347,5000,2.4359889,0,178.9542084,0,2574,0,1
263,b27be3c1-07d1-49cf-a97d-8ca69b30e87c,-42.96339607,146.9547186,2008,HumanObservation,1117,0,2.7562871,11.53,145.9564972,0,2977,0,
264,aa18634f-5528-4608-b4f7-2c0d4e306a5b,-42.66516588,147.7180134,1984,HumanObservation,686,0,0.9331054,11.53,321.4667664,0,2372,0,1
265,a68fc187-6b4e-404b-a07b-71b73c2fbfe8,-41.74849827,147.3346644,1975,HumanObservation,570,0,0.2462548,0,194.0125427,0,2970,0,1
266,a43eaa3e-33cb-4b43-afa9-da2474500ec0,-42.21168941,146.5767279,1984,HumanObservation,1181,0,0.879955,4.97,686.3510132,0,1063,0,1
267,a3077970-2df1-4302-ba19-7650eed9e0d5,-42.85601667,147.4334475,1989,HumanObservation,609,0,,13.82,296.8450317,0,2733,0,1
268,a29917b6-be77-4f5e-b326-20a53d9421ab,-42.22109353,146.5627308,1984,HumanObservation,1154,0,0.7983963,11.53,696.9937744,0,1063,0,1
269,a25d85b7-0968-46c0-abbc-6112fe71a0b3,-42.75208628,147.6917785,1987,HumanObservation,655,0,1.0690174,0,175.0870056,0,2372,0,1
270,9b8cfd43-1936-48bc-b616-38b6fdb7b31b,-42.93837349,146.9623972,2008,HumanObservation,1264,5000,1.8408269,21.62,585.072876,0,2977,0,
271,9a7b9815-b259-44c8-937a-f2ab004880d7,-42.11516732,147.2680113,1982,HumanObservation,729,0,1.4636364,8.3,656.1859131,0,1063,0,1
272,99a75f05-5e7e-4d5f-ae53-f023d3fb0b8d,-42.54511547,147.6651305,1991,HumanObservation,642,0,1.0123523,0,226.0280457,0,2372,0,1
273,997a0af2-1fb0-4197-8518-93a595fab296,-42.16420306,147.1381525,1990,HumanObservation,748,0,0.552829,11.53,807.6342163,1,1063,0,1
274,99395cf1-da75-4f0b-aff2-c3a2166031b9,-42.88468356,147.4156101,2006,,556,0,,14.31,78.9521942,0,2733,0,1
275,991fd51e-f49c-4cb2-ba9b-ef16195de9fd,-42.13722392,147.0993714,1983,HumanObservation,748,0,0.5769417,0,832.8917236,1,1063,0,1
276,9897be57-4749-4323-8162-82528ac5e6f5,-42.11517018,146.8846835,1973,HumanObservation,769,0,1.0387383,8.3,838.0899048,0,1063,0,1
277,98660002-6053-4d6c-8426-153bc93bc9af,-42.02323376,146.6444151,1983,HumanObservation,1224,0,0.5051048,11.53,955.2957764,0,1064,0,
278,92eeed27-5b11-477e-8298-bc97149cbacd,-41.99848696,148.1679881,1967,HumanObservation,639,5000,0.7195772,-0.74,1.6214396,0,,0,
279,92033cbd-d2d1-442a-b2c0-f3f37237a849,-42.75767569,147.1529062,1991,HumanObservation,555,0,0.5140153,11.53,39.4918747,0,,0,1
280,8c4564b3-43a3-412f-8116-57a57cbc7dfe,-42.74521671,147.7106404,1987,HumanObservation,655,0,1.0690174,11.53,168.2671814,0,2372,0,1
281,8b9a2c2c-122c-4c18-a521-a60709f2c051,-41.52110424,146.857519,1987,HumanObservation,831,0,0.3832384,0,166.4530487,0,2370,0,1
282,8b096a00-fa0a-418f-9b99-1064841c31d8,-43.02072892,146.9756017,1989,HumanObservation,956,0,0.4911407,11.53,22.4915695,0,2963,0,1
283,850b24be-98dd-4fc1-b6cd-4ec98f68960f,-42.04580638,146.6630185,1983,HumanObservation,1224,5000,0.4516112,8.3,932.3174438,0,1064,0,
284,815af97e-bcf2-45ca-8d7c-42158790c373,-42.14348835,147.1381074,1987,HumanObservation,748,0,0.552829,0,806.7236938,0,1063,0,1
285,7a9c02eb-1279-4eff-bdfb-69adbc9351c7,-42.19850822,146.918023,1973,HumanObservation,647,0,1.5762769,0,569.1974487,0,1063,0,1
286,79642706-ee6f-4776-a314-e2a85b5b9fd8,-42.98468265,146.919194,1989,HumanObservation,1008,0,2.7562871,0,53.1958427,0,2977,0,1
287,7605fef7-3814-4adb-b638-acc8ddaf3b2c,-42.12615015,147.2663154,1990,HumanObservation,713,0,1.4636364,8.3,816.3973999,0,1063,0,1
288,72af981f-1e43-498f-9822-41c326b3e878,-42.04850954,146.6513553,1983,HumanObservation,1224,5000,0.4516112,8.3,982.3964233,0,1064,0,
289,70fb4b18-338e-4e2f-8156-75da8d23a16b,-42.51959646,147.6629971,2008,HumanObservation,627,0,0.9812592,11.53,248.2807312,0,2372,0,1
290,6c92b89f-0c1c-425e-8b3f-3124fd6bda2c,-42.96357195,147.3128138,1991,HumanObservation,797,,,0,113.2086487,0,2977,0,1
291,6adc4402-958c-4dc5-bca4-5a7c3da7233a,-41.42480964,147.0246771,1987,HumanObservation,840,5000,0.6605244,0,172.7017365,0,2372,0,
292,6a18fcf7-be01-4b19-851a-1e55317cd9d0,-42.78458473,147.2189931,1988,HumanObservation,538,0,1.0425541,11.53,98.842186,0,2977,0,
293,682508e7-c2c2-487c-8e42-e618e9a63fd8,-42.76400126,147.7982418,1993,HumanObservation,799,0,0.9743279,21.62,149.6853333,1,2372,0,1
294,66388985-57a8-48c7-ad2d-0196b16aff7f,-42.84356366,147.3905287,1991,HumanObservation,531,0,,14.31,150.2223969,0,2272,0,1
295,62798727-48a2-496b-91f5-ea11326b3e4e,-42.21168941,146.5767279,1986,HumanObservation,1181,0,0.879955,4.97,686.3510132,0,1063,0,1
296,5f8f0293-bd83-49fe-885d-b2928954d5bc,-42.18764675,146.5314745,1986,HumanObservation,1154,0,0.7983963,68.29,739.9143066,0,1063,0,1
297,59666a0d-e3d8-461a-93da-129d4000236c,-42.62171337,147.1355013,1989,HumanObservation,577,0,0.4765442,11.53,211.4541779,0,2735,0,1
298,517ad00f-28fa-4264-9a97-bcb5834e4a2f,-42.16517195,147.1680082,1967,HumanObservation,748,0,0.1492433,-0.74,805.9995728,1,1063,0,1
299,5088a4e7-ef5e-4607-9f1a-b7335a5a7e8b,-42.75014954,147.7827901,1979,HumanObservation,799,0,0.9743279,11.53,109.170639,1,2372,0,1
300,4e957e1a-539c-49e7-a76a-e16bb55d693f,-43.18367745,146.9004739,1990,HumanObservation,1347,5000,2.4359889,21.62,178.9542084,0,2574,0,1
301,4b5ca2db-0a4a-46bd-a6c5-5596ba4614bf,-42.17233638,147.6527354,1989,HumanObservation,554,0,0.7446263,68.29,293.9795227,0,2372,0,1
302,4ae97ec0-ece7-47ab-af7d-f76df11b0ea6,-42.63839021,147.7283294,1980,HumanObservation,686,0,0.9331054,11.45,208.1772461,0,2736,0,1
303,4a96ff65-3456-412c-bdf8-0f2d61bd5285,-42.65861231,147.734666,1981,HumanObservation,686,0,0.9331054,68.29,318.0649414,0,2372,0,1
304,4688a1a7-1fa4-4a46-a377-a409186ef1f8,-41.53914965,147.4694974,1984,HumanObservation,927,0,0.7974201,0,564.8216553,0,2372,0,1
305,42b03841-d087-4248-99c3-cadad5ab2781,-42.65861231,147.734666,1980,HumanObservation,686,0,0.9331054,68.29,318.0649414,0,2372,0,1
306,4266c627-3264-4467-a950-e5fb1a12fd30,-42.20279213,147.225452,1988,HumanObservation,746,0,0.9627323,8.3,800.2797852,0,1063,0,1
307,42094873-e35f-484a-91b8-29f100f43b7d,-42.47436972,147.632629,2008,HumanObservation,655,0,0.5669664,11.53,313.331604,0,2977,0,1
308,41ce83b5-e81d-47a6-9aa1-c36e8dd9753c,-42.42765941,146.6585495,1983,HumanObservation,785,0,0.8420154,11.53,256.4454956,0,155,0,1
309,3fb21820-54c8-452e-b91b-c3717de51012,-42.17861179,147.1393947,1988,HumanObservation,748,0,0.552829,8.3,805.9998169,1,1063,0,1
310,3c1a4069-efad-48b6-8042-6ab2c63b141f,-42.18749778,147.2169204,1988,HumanObservation,746,0,0.4165395,11.53,870.6031494,0,1063,0,1
311,360a028e-1aaa-4753-8177-21fdadbb4b03,-42.3593888,147.6995978,1988,HumanObservation,558,0,0.5401638,0,229.7763519,0,2372,0,1
312,328887d9-d8de-4f02-a18f-55431aff0e82,-41.94849654,147.6513276,1982,HumanObservation,737,0,1.7218503,8.3,523.2640381,0,2372,0,1
313,3054193c-3e29-45ac-806b-b89cc477a6f2,-41.76534226,146.1561994,1986,HumanObservation,2227,0,1.4826756,21.62,716.6052246,0,1064,0,1
314,2fa7f864-eb1c-4ecc-9773-2afd1689f606,-41.41490123,146.9750155,1988,HumanObservation,914,5000,0.1900467,8.3,207.1216583,0,2372,0,
315,2ec84d12-8efc-40e9-9d59-f2d95a1f2de5,-42.75390933,147.6881328,1993,HumanObservation,655,0,1.0690174,0,175.0870056,0,2372,0,1
316,2ea7b5f2-5f2c-465a-a616-207d480717ff,-42.43964755,147.6285226,2008,HumanObservation,578,0,0.3905404,11.53,376.5674744,0,2977,0,
317,2dc32880-7663-4f83-9272-c0d2c78b2f1e,-41.40949782,146.981,1988,HumanObservation,914,5000,0.1900467,0,321.6755981,0,2372,0,
318,2d91c71f-58c0-487f-8c9c-7396e401f2ca,-42.30413949,147.8761211,1989,HumanObservation,625,0,1.158803,11.53,279.7018127,0,2372,0,1
319,23fc5bd4-9623-48d1-92ee-da9ef377a727,-42.20279213,147.225452,1991,HumanObservation,746,0,0.9627323,8.3,800.2797852,0,1063,0,1
320,1ea1e581-e724-4d58-bd0f-e73bebfb6010,-41.98284148,147.3079675,1990,HumanObservation,516,0,2.0945349,0,241.2762146,0,2970,0,1
321,17d057d1-2bb7-4750-968c-9aae5cb3409d,-42.79850042,147.7680156,1979,HumanObservation,758,0,0.5706475,11.53,59.5273476,0,2372,0,
322,175b8b2b-6345-4125-b81d-cb47e941cbd6,-42.50446883,147.6436675,2008,HumanObservation,627,0,0.9812592,11.53,310.4005432,0,2977,0,1
323,17061e7c-d86a-4db5-bc11-8e98a81be8ae,-42.82536469,147.7929139,1993,HumanObservation,758,0,0.7358043,0,132.5555267,1,2372,0,1
324,12fe0df6-099b-4ad9-837c-ca3b65ddd5c9,-42.19890416,147.114003,1987,HumanObservation,745,0,0.2693947,0,790.9150391,1,1063,0,1
325,103ed5e3-b972-4556-8eea-3ef62f41e72a,-42.13454701,147.0642765,1983,HumanObservation,929,0,0.202055,8.3,939.0059204,0,1063,0,1
326,0f8f311b-1396-4a26-83b7-5a4cc02e68f2,-42.88474611,147.4157452,2006,HumanObservation,556,0,,14.31,78.9521942,0,2733,0,1
327,0516cbc2-a440-4703-9f7b-96a6dcbf4547,-43.19989223,146.9078328,1992,HumanObservation,1098,0,2.4359889,21.62,308.6155396,0,2963,0,1
328,0510b1d1-b7bb-404f-88d5-412577837e3f,-42.4484947,147.5180119,1984,HumanObservation,605,0,0.5599856,8.3,667.3647461,0,1063,0,1
329,042c28ee-c412-468d-9c64-22ca1d78a779,-41.42931252,146.9714195,1987,HumanObservation,914,5000,0.1900467,8.3,227.9560394,0,2970,0,1
330,01e151fd-c0ac-4226-a902-04c541cd7eba,-42.36866545,146.6570474,1983,HumanObservation,780,0,1.9049057,0,447.9440308,1,2372,0,1
331,fa4c9122-33b3-4e0c-83b5-56c6b090d4fe,-43.11516032,147.8513553,1974,HumanObservation,1030,0,0.2214649,21.62,-0.4408908,0,,0,1
332,f4d6a91c-738e-43ce-a863-c8673b4b6a70,-42.82395846,147.7194936,1994,HumanObservation,710,0,0.7934538,0,101.9299316,1,2372,0,1
333,eadc2d8c-a2d0-4cec-877f-2a05b4f8065c,-42.08182725,147.4180071,1980,HumanObservation,473,0,0.2570848,0,241.7829895,0,2283,0,
334,e49c6689-a672-4e42-8497-fd8beadfa852,-42.84850152,147.4346923,1973,HumanObservation,609,0,,8.3,296.8450317,0,2733,0,1
335,e105058b-35f2-4afb-8375-8e13e22b37c2,-42.88669298,147.4177422,1992,HumanObservation,556,0,,14.31,115.2132874,0,,0,1
336,cb04fbbf-8baa-4118-9415-82f0139be484,-43.00992431,147.0160991,1990,HumanObservation,956,0,1.2060773,0,11.0002403,0,2574,0,1
337,ba463be9-09b7-40ad-9746-7f3f32be4c0c,-41.69848986,148.2846445,1980,HumanObservation,692,0,,-0.74,0.8820772,0,,0,1
338,b7f32e6c-5202-4c66-8412-9dba651a2e27,-42.42229461,147.5605101,1991,HumanObservation,577,0,0.7071937,0,452.6877747,0,2976,0,1
339,b1b76d31-caa0-4dcd-a778-fd0f131ce872,-42.12549148,146.202855,1996,HumanObservation,2032,0,1.2429883,8.3,768.2122192,0,1067,0,1
340,af86647e-791c-4d02-ab0e-4b17013cb258,-41.99849702,147.1680037,1974,HumanObservation,1006,5000,1.3778743,8.3,1002.392212,0,1063,0,
341,a5388857-ffa4-4748-8b44-c91f91861654,-42.12549148,146.202855,1994,HumanObservation,2032,0,1.2429883,8.3,768.2122192,0,1067,0,1
342,a1cac2e1-d6d1-4c7a-a44a-aed8773dac51,-41.83746645,147.4228929,1987,HumanObservation,539,0,0.0665014,0,186.2409668,0,1421,0,1
343,97cc7a0e-2748-404c-be64-e9ec9c205a60,-42.09849729,147.4846663,1978,HumanObservation,471,0,0.4152201,0,192.6705322,0,2819,0,1
344,8b4b9e38-ec73-49ab-9884-04456a7b4d25,-41.7,146.25,1978,PreservedSpecimen,1636,5000,0.8311391,0.68,630.3747559,0,1063,0,1
345,7e67c44e-305e-43b8-a3b4-b7523d02cffb,-42.74850129,147.4013561,1980,HumanObservation,493,0,0.4420039,0,23.1935539,0,2737,0,1
346,7c86cc77-c3fd-44b8-a6b7-16cc756d653e,-42.81705168,147.670484,1990,HumanObservation,594,0,,0,134.7113037,0,2976,0,1
347,767d95b4-523e-4d9d-8513-5c42c134fde8,-42.41044731,147.5883567,1991,HumanObservation,577,0,0.5381801,0,347.8364563,0,2976,0,1
348,70aed368-b0d6-4b5d-8798-cc4a948d5cb0,-41.65,147.33332,1962,PreservedSpecimen,612,0,0.4746627,0,181.3701935,0,2970,0,1
349,6316db9d-d8d3-4ff1-94d6-8c3587d1876f,-42.9151665,147.4180202,1973,HumanObservation,570,,,0,,0,,0,1
350,5fc71573-18a7-4887-a777-97aedf85f7f6,-41.85335398,147.2157877,1992,HumanObservation,541,0,0.7002876,0,171.208313,0,1434,0,1
351,5aa84de4-8612-4134-b28e-0c9a3dd17365,-43.19849929,147.4180292,1974,HumanObservation,802,,,0,,0,558,0,
